id	description	description_en	description_zh-CN	description_zh-TW
10123013	・強力な攻撃を使用	- Attacks with a powerful attack	·使用强力的攻击	‧使用強力的攻擊
10131001	・仲間のHPとブレイクゲージを回復\n・仲間全体のブレイクゲージを回復\n・ブレイク中、 被クリティカル率上昇\n・被クリティカルダメージ上昇\n・HPが一定以下の時に非クリティカル攻撃を受けた場合、自身に被ダメージDOWNを付与(1回まで発動)\n・仲間全体に条件付き与ダメージUPを付与	- Restores allies' HP and stun gauge\n- Restores all allies' stun gauges\n- While stunned, boosts received critical rate\n- Receives increased critical damage\n- When hit by a non-critical attack while HP is below a certain level, reduces own damage received (MAX 1 time)\n- Boosts all allies' damage dealt under certain conditions	·恢复友方的HP和破防槽\n·恢复友方全体的破防槽\n·破防中，被暴击率提升\n·所受暴击伤害提升\n·HP低于一定量且受到非暴击伤害时，赋予自身所受伤害下降（最多发动1次）\n·赋予友方全体附带条件的造成伤害提升	‧回復夥伴的HP與破防量表\n‧回復所有夥伴的破防量表\n‧破防時，所受重擊率上升\n‧所受重擊傷害上升\n‧HP在一定值以下，並且受到非重擊的攻擊時，賦予自身所受傷害下降（最多發動1次）\n‧在特定條件下賦予所有夥伴給予傷害上升
10131002	・仲間のHPとブレイクゲージを回復\n・仲間全体のブレイクゲージを回復\n・ブレイク中、 被クリティカル率上昇\n・被クリティカルダメージ上昇\n・HPが一定以下の時に非クリティカル攻撃を受けた場合、自身に被ダメージDOWNを付与(1回まで発動)\n・仲間全体に条件付き与ダメージUPを付与	- Restores allies' HP and stun gauge\n- Restores all allies' stun gauges\n- While stunned, boosts received critical rate\n- Receives increased critical damage\n- When hit by a non-critical attack while HP is below a certain level, reduces own damage received (MAX 1 time)\n- Boosts all allies' damage dealt under certain conditions	·恢复友方的HP和破防槽\n·恢复友方全体的破防槽\n·破防中，被暴击率提升\n·所受暴击伤害提升\n·HP低于一定量且受到非暴击伤害时，赋予自身所受伤害下降（最多发动1次）\n·赋予友方全体附带条件造成伤害提升	‧回復夥伴的HP與破防量表\n‧回復所有夥伴的破防量表\n‧破防時，所受重擊率上升\n‧所受重擊傷害上升\n‧HP在一定值以下，並且受到非重擊的攻擊時，賦予自身所受傷害下降（最多發動1次）\n‧在特定條件下賦予所有夥伴給予傷害上升
10132005	・戦闘不能時、相手全員に毒を付与\n・相手のプラス効果を解除\n・相手に複数のマイナス効果を付与	- When KO'd, inflicts Poison on all opponents\n- Nullifies opponents' positive effects\n- Inflicts multiple negative effects on opponents	·无法战斗时，赋予对手全体中毒\n·解除对手的正面效果\n·赋予对手多个负面效果	‧無法戰鬥時，賦予全體對象中毒\n‧解除對象的加強效果\n‧賦予對象複數減弱效果
10140001	・味方戦闘不能時、強化系パネルをバーストパネルに変更\n・自分以外の味方がいない時、バーストパネルを出現させる\n・強化系パネル獲得時、敵味方全体に暗闇を付与\n・弱体パネル獲得時、複数のマイナス効果を自身に付与\n・行動するたび、自身に素早さUPを付与	- When an ally is KO'd, converts boost-type panels into burst panels\n- When no other allies remain, creates burst panels\n- When using boost-type panels, inflicts Blindness on all enemies and allies\n- When using weaken panels, inflicts multiple negative effects on self\n- Boosts own SPD each turn	·我方无法战斗时，强化类面板变换为爆发面板\n·只有自身一人时，生成爆发面板\n·获得强化类面板时，赋予敌方全体盲目\n·获得削弱面板时，赋予自身多个负面效果\n·每次行动时，赋予自身敏捷提升	‧我方無法戰鬥時，將強化系面板變更為爆發面板\n‧沒有我方夥伴時，使爆發面板出現\n‧獲得強化系面板時，賦予敵我方全體盲目\n‧獲得弱化面板時，賦予自身複數減弱效果\n‧每次行動時，賦予自身敏捷上升
10141001	・ウェーブ開始時、自身に被ダメージDOWNを付与\n・ウェーブ開始時、自身に被ブレイクダメージDOWNを付与\n・ウェーブ開始時、自身に与ダメージDOWNを付与	- At the start of a wave, reduces own damage received\n- At the start of a wave, reduces own stun damage received\n- At the start of a wave, reduces own damage dealt	·WAVE开始时，赋予自身所受伤害下降\n·WAVE开始时，赋予自身所受破防伤害下降\n·WAVE开始时，赋予自身造成伤害下降	‧WAVE開始時，賦予自身所受傷害下降\n‧WAVE開始時，賦予自身所受破防傷害下降\n‧WAVE開始時，賦予自身給予傷害下降
10142001	・弱体パネル獲得時、自身に麻痺を付与\n・弱体パネル獲得時、自身に被ダメージUPを付与	- When using weaken panels, inflicts Paralysis on self\n- When using weaken panels, boosts own damage received	·获得削弱面板时，赋予自身麻痹\n·获得削弱面板时，赋予自身所受伤害提升	‧獲得弱化面板時，賦予自身麻痺\n‧獲得弱化面板時，賦予自身所受傷害上升
10143001	・戦闘不能時、敵全体にプラス効果無効を付与	- When KO'd, inflicts Nullify Positive Effects on all enemies	·无法战斗时，赋予敌方全体正面效果无效	‧無法戰鬥時，賦予敵方全體加強效果無效
10143011	・仲間全体を回復\n・戦闘不能時、相手全体にプラス効果無効を付与	- Restores all allies' HP\n- When KO'd, inflicts Nullify Positive Effects on all opponents	·恢复友方全体HP\n·无法战斗时，赋予对手全体正面效果无效	‧回復所有夥伴的HP\n‧無法戰鬥時，賦予對象全體加強效果無效
10144001	・強化系パネル獲得時、強化系パネルを弱体パネルに変更\n・弱体パネル獲得時、弱体パネルを強化パネルに変更	- When using a boost-type panel, converts boost-type panels into weaken panels\n- When using weaken panels, converts weaken panels into boost panels	·获得强化类面板时，强化类面板变换为削弱面板\n·获得削弱面板时，削弱面板变换为强化面板	‧獲得強化系面板時，將強化系面板變更為弱化面板\n‧獲得弱化面板時，將弱化面板變更為強化面板
10145001	・かばう\n・自身のパネルをバーストパネルへ変更\n・素早さDOWNを持つ相手に眠りを付与	- Protection\n- Converts own panels into burst panels\n- Inflicts Sleep on opponents that have reduced SPD	·掩护\n·将自身面板变换为爆发面板\n·对手被赋予敏捷下降时，赋予睡眠	‧守護\n‧將自身的面板變更為爆發面板\n‧對象被賦予敏捷下降時，賦予睡眠
10146002	・戦闘不能時、強化+パネルを出現させる	- When KO'd, creates boost+ panels	·无法战斗时，生成强化+面板	‧無法戰鬥時，使強化+面板出現
10146017	・戦闘不能時、強化+パネルを出現させる\n・相手のプラス効果を解除	- When KO'd, creates boost+ panels\n- Nullifies opponents' positive effects	·无法战斗时，生成强化+面板\n·解除对手的正面效果	‧無法戰鬥時，使強化+面板出現\n‧解除對象的加強效果
10146019	・戦闘不能時、強化+パネルを出現させる\n・相手全員に受けるプラス効果量DOWNを付与\n・相手のプラス効果をすべて解除\n・加護弱化パネルを出現させる			
10148002	・被クリティカルダメージ上昇\n・仲間を回復	- Receives increased critical damage\n- Heals allies	·所受暴击伤害提升\n·为友方恢复	‧所受重擊傷害上升\n‧回復夥伴
10148003	・HPが一定に達すると、複数のプラス効果が発生\n・味方戦闘不能時、行動内容を変更\n・味方戦闘不能時、敵全体のプラス効果を解除\n・仲間を回復\n・相手全員に複数の状態異常を確率で付与	- Gains multiple positive effects when HP reaches a certain level\n- When an ally is KO'd, changes moveset\n- When an ally is KO'd, removes all enemies' positive effects\n- Heals allies\n- Chance to inflicts multiple status effects on all opponents	·HP达到一定值时，触发多个正面效果\n·我方无法战斗时，更改行动内容\n·我方无法战斗时，解除敌方全体正面效果\n·恢复我方\n·有概率赋予敌方全体多个异常状态	‧HP達一定值時，發生複數加強效果\n‧我方無法戰鬥時，變更行動內容\n‧我方無法戰鬥時，解除敵方全體的加強效果\n‧回復夥伴\n‧一定機率賦予全體對象複數異常狀態
10148004	・仲間を回復\n・素早さDOWNを付与\n・与ダメージDOWNを付与\n・相手全員に複数の状態異常を確率で付与\n・HPが一定に達すると、自身を回復\n・HPが一定に達すると、複数のプラス効果が発生\n・仲間戦闘不能時、行動内容を変更し、強力な攻撃を使用\n・仲間戦闘不能時、相手全員のプラス効果を解除	- Heals allies\n- Reduces SPD\n- Reduces damage dealt\n- Chance to inflicts multiple status effects on all opponents\n- Heals self when HP reaches a certain level\n- Gains multiple positive effects when HP reaches a certain level\n- When an ally is KO'd, changes moveset and attacks with a powerful attack\n- When an ally is KO'd, removes positive effects from all opponents	·为友方恢复\n·赋予敏捷下降\n·赋予造成伤害下降\n·有概率赋予敌方全体多个异常状态\n·HP达到一定值后，恢复自身\n·HP达到一定值后触发多个正面效果\n·友方无法战斗时，更改行动内容，使用强力的攻击\n·友方无法战斗时，解除目标全体的正面效果	‧回復夥伴\n‧賦予敏捷下降\n‧賦予給予傷害下降\n‧一定機率賦予全體對象複數異常狀態\n‧HP達一定值時，回復自身\n‧HP達一定值時，發生複數加強效果\n‧夥伴無法戰鬥時，變更行動內容，並使用強力的攻擊\n‧夥伴無法戰鬥時，解除全體對象的加強效果
10148007	・仲間を回復\n・素早さDOWNを付与\n・与ダメージDOWNを付与\n・火傷パネルを出現させる\n・相手全員に複数の状態異常を確率で付与\n・HPが一定に達すると、自身を回復し、複数のプラス効果が発生\n・クリセルダの戦闘不能後、最初の行動時、全員に複数のマイナス効果が発生			
10149002	・被クリティカルダメージ上昇	- Receives increased critical damage	·所受暴击伤害提升	‧所受重擊傷害上升
10149003	・被クリティカルダメージ上昇\n・HPが一定に達すると、自身に与ダメージUPを付与\n・HPが一定に達すると、相手全員に受けるHP回復量DOWNを付与	- Receives increased critical damage\n- Boosts own damage dealt when HP reaches a certain level\n- Reduces all opponents' HP recovery received when HP reaches a certain level	·所受暴击伤害提升\n·HP达到一定值后，赋予自身造成伤害提升\n·HP达到一定值后，赋予敌方全体HP恢复量下降	‧所受重擊傷害上升\n‧HP達一定值時，賦予自身給予傷害上升\n‧HP達一定值時，賦予全體對象所受HP回復量下降
